x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,y
20,8,6,20000,51.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,51.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,51.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,51.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,150000,51.0,0.0,1,1.0,3,13.0,3.0,0
20,8,6,150000,51.0,0.0,1,1.0,3,13.0,3.0,0
20,8,6,150000,51.0,0.0,1,1.0,3,13.0,3.0,0
20,8,6,150000,51.0,0.0,1,1.0,3,13.0,3.0,0
20,8,6,20000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,6.0,0.0,1,2.0,1,13.0,3.0,0
24,8,6,10000,404.0,0.0,2,1.0,1,8.0,2.0,0
24,8,6,10000,404.0,0.0,2,1.0,1,8.0,2.0,0
24,8,6,10000,404.0,0.0,2,1.0,1,8.0,2.0,0
24,8,6,10000,404.0,0.0,2,1.0,1,8.0,2.0,0
20,8,6,500000,6.0,0.0,1,2.0,4,13.0,3.0,0
20,8,6,500000,6.0,0.0,1,2.0,4,13.0,3.0,0
20,8,6,500000,6.0,0.0,1,2.0,4,13.0,3.0,0
20,8,6,500000,6.0,0.0,1,2.0,4,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,4,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,4,13.0,3.0,0
24,8,6,200000,57.0,0.0,1,2.0,3,8.0,2.0,2
24,8,6,200000,57.0,0.0,1,2.0,3,8.0,2.0,2
24,8,6,200000,57.0,0.0,1,2.0,3,8.0,2.0,2
24,8,6,200000,57.0,0.0,1,2.0,3,8.0,2.0,2
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,10000,45.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,10000,45.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,10000,45.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,10000,45.0,0.0,1,1.0,1,13.0,3.0,0
24,8,6,20000,298.0,0.0,1,2.0,1,8.0,2.0,0
24,8,6,20000,298.0,0.0,1,2.0,1,8.0,2.0,0
24,8,6,20000,298.0,0.0,1,2.0,1,8.0,2.0,0
24,8,6,20000,298.0,0.0,1,2.0,1,8.0,2.0,0
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,100000,45.0,0.0,1,2.0,3,13.0,3.0,2
20,8,6,100000,45.0,0.0,1,2.0,3,13.0,3.0,2
20,8,6,100000,45.0,0.0,1,2.0,3,13.0,3.0,2
20,8,6,100000,45.0,0.0,1,2.0,3,13.0,3.0,2
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,50000,6.0,0.0,1,2.0,4,13.0,3.0,0
20,8,6,50000,6.0,0.0,1,2.0,4,13.0,3.0,0
20,8,6,250000,45.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,250000,45.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,250000,45.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,250000,45.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,250000,45.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,250000,45.0,0.0,1,2.0,3,13.0,3.0,0
24,8,6,50000,55.0,0.0,1,2.0,1,8.0,2.0,2
24,8,6,50000,55.0,0.0,1,2.0,1,8.0,2.0,2
24,8,6,50000,55.0,0.0,1,2.0,3,8.0,2.0,2
24,8,6,50000,55.0,0.0,1,2.0,3,8.0,2.0,2
20,8,6,20000,51.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,20000,51.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,20000,51.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,20000,51.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,50000,51.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,50000,51.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,50000,51.0,0.0,1,1.0,3,13.0,3.0,0
20,8,6,50000,51.0,0.0,1,1.0,3,13.0,3.0,0
24,8,6,150000,0.0,0.0,1,0.0,3,7.0,1.0,0
24,8,6,150000,0.0,0.0,1,0.0,3,7.0,1.0,0
24,8,6,150000,89.0,0.0,1,0.0,3,7.0,1.0,0
24,8,6,150000,89.0,0.0,1,0.0,3,7.0,1.0,0
20,8,6,10000,6.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,10000,6.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,10000,6.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,10000,6.0,0.0,1,1.0,1,13.0,3.0,0
24,8,6,100000,97.0,0.0,1,2.0,4,6.0,1.0,0
24,8,6,100000,97.0,2.0,1,2.0,4,6.0,1.0,0
24,8,6,100000,97.0,0.0,1,2.0,4,6.0,1.0,0
24,8,6,100000,97.0,2.0,1,2.0,4,6.0,1.0,0
24,8,6,100000,97.0,0.0,1,2.0,4,6.0,1.0,0
24,8,6,100000,97.0,2.0,1,2.0,4,6.0,1.0,0
20,8,6,250000,6.0,0.0,1,1.0,3,13.0,3.0,0
20,8,6,250000,6.0,0.0,1,1.0,3,13.0,3.0,0
20,8,6,250000,6.0,0.0,1,1.0,3,13.0,3.0,0
20,8,6,250000,6.0,0.0,1,1.0,3,13.0,3.0,0
20,8,6,250000,3.0,0.0,1,2.0,4,13.0,3.0,0
20,8,6,250000,3.0,0.0,1,2.0,4,13.0,3.0,0
20,8,6,250000,3.0,0.0,1,2.0,4,13.0,3.0,0
20,8,6,250000,3.0,0.0,1,2.0,4,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,45.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,100000,6.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,100000,6.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,100000,6.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,100000,6.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,2
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,2
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,2
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,2
24,8,6,200000,89.0,0.0,1,1.0,3,8.0,2.0,2
24,8,6,200000,89.0,0.0,1,1.0,3,8.0,2.0,2
24,8,6,200000,89.0,0.0,1,1.0,3,8.0,2.0,2
24,8,6,200000,89.0,0.0,1,1.0,3,8.0,2.0,2
24,8,6,200000,89.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,200000,89.0,0.0,1,1.0,4,8.0,2.0,2
20,8,6,300000,6.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,300000,6.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,300000,6.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,300000,6.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,300000,6.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,300000,6.0,0.0,1,2.0,3,13.0,3.0,0
24,8,6,20000,15.0,0.0,1,2.0,1,8.0,2.0,0
24,8,6,20000,15.0,0.0,1,2.0,1,8.0,2.0,0
24,8,6,20000,15.0,0.0,1,2.0,1,8.0,2.0,0
24,8,6,20000,15.0,0.0,1,2.0,1,8.0,2.0,0
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
20,8,6,250000,45.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,250000,45.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,250000,45.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,250000,45.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,250000,45.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,250000,45.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,150000,45.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,150000,45.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,150000,45.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,150000,45.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,300000,6.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,300000,6.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,300000,6.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,300000,6.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,300000,6.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,300000,6.0,0.0,1,2.0,3,13.0,3.0,0
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,2.0,0.0,1,1.0,3,7.0,1.0,0
24,8,6,100000,2.0,0.0,1,1.0,3,7.0,1.0,0
24,8,6,100000,2.0,0.0,1,1.0,3,7.0,1.0,0
24,8,6,100000,2.0,0.0,1,1.0,3,7.0,1.0,0
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,100000,18.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,200000,89.0,0.0,1,1.0,3,8.0,2.0,2
24,8,6,200000,89.0,0.0,1,1.0,3,8.0,2.0,2
24,8,6,200000,89.0,0.0,1,1.0,3,8.0,2.0,2
24,8,6,200000,89.0,0.0,1,1.0,3,8.0,2.0,2
24,8,6,200000,89.0,0.0,1,1.0,4,8.0,2.0,2
24,8,6,200000,89.0,0.0,1,1.0,4,8.0,2.0,2
20,8,6,100000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,100000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,100000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,100000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,10000,6.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,10000,6.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,10000,6.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,10000,6.0,0.0,1,1.0,1,13.0,3.0,0
24,8,6,50000,55.0,0.0,1,2.0,1,8.0,2.0,2
24,8,6,50000,55.0,0.0,1,2.0,1,8.0,2.0,2
24,8,6,50000,55.0,0.0,1,2.0,1,8.0,2.0,2
24,8,6,50000,55.0,0.0,1,2.0,1,8.0,2.0,2
20,8,6,200000,6.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,6.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,6.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,6.0,0.0,1,1.0,4,13.0,3.0,0
24,8,6,20000,45.0,0.0,1,0.0,1,0.0,0.0,0
24,8,6,20000,45.0,0.0,1,0.0,1,0.0,0.0,0
24,8,6,20000,45.0,0.0,1,0.0,1,0.0,0.0,0
24,8,6,20000,45.0,0.0,1,0.0,1,0.0,0.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
20,8,6,50000,51.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,50000,51.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,50000,51.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,50000,51.0,0.0,1,2.0,1,13.0,3.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
24,30,6,1000000,6.0,0.0,1,1.0,4,7.0,1.0,0
20,8,6,250000,51.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,250000,51.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,250000,51.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,250000,51.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,50000,51.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,50000,51.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,50000,51.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,50000,51.0,0.0,1,1.0,1,13.0,3.0,0
24,8,6,600000,89.0,0.0,2,1.0,4,8.0,2.0,2
24,8,6,600000,89.0,0.0,2,1.0,4,8.0,2.0,2
24,8,6,600000,89.0,0.0,2,1.0,4,8.0,2.0,2
24,8,6,600000,89.0,0.0,2,1.0,4,8.0,2.0,2
24,8,6,100000,97.0,0.0,1,2.0,4,6.0,1.0,0
24,8,6,100000,97.0,2.0,1,2.0,4,6.0,1.0,0
24,8,6,100000,97.0,0.0,1,2.0,4,6.0,1.0,0
24,8,6,100000,97.0,2.0,1,2.0,4,6.0,1.0,0
24,8,6,100000,97.0,0.0,1,2.0,4,6.0,1.0,0
24,8,6,100000,97.0,2.0,1,2.0,4,6.0,1.0,0
20,8,6,20000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,20000,6.0,0.0,1,2.0,1,13.0,3.0,0
24,8,6,500000,3.0,0.0,1,1.0,3,8.0,2.0,2
24,8,6,500000,3.0,0.0,1,1.0,3,8.0,2.0,2
24,8,6,500000,3.0,0.0,1,1.0,3,8.0,2.0,2
24,8,6,500000,3.0,0.0,1,1.0,3,8.0,2.0,2
24,8,6,10000,57.0,0.0,1,1.0,1,8.0,2.0,0
24,8,6,10000,57.0,0.0,1,1.0,1,8.0,2.0,0
24,8,6,10000,57.0,0.0,1,1.0,1,8.0,2.0,0
24,8,6,10000,57.0,0.0,1,1.0,1,8.0,2.0,0
20,8,6,20000,6.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,20000,6.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,20000,6.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,20000,6.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,20000,6.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,20000,6.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,50000,45.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,50000,45.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,50000,45.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,50000,45.0,0.0,1,1.0,1,13.0,3.0,0
20,30,6,500000,3.0,0.0,1,1.0,3,13.0,3.0,0
20,30,6,500000,3.0,0.0,1,1.0,3,13.0,3.0,0
20,30,6,500000,3.0,0.0,1,1.0,3,13.0,3.0,0
20,30,6,500000,3.0,0.0,1,1.0,3,13.0,3.0,0
20,8,6,200000,51.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,200000,51.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,200000,51.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,200000,51.0,0.0,1,2.0,3,13.0,3.0,0
20,8,6,100000,3.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,100000,3.0,0.0,1,1.0,1,13.0,3.0,0
20,8,6,100000,3.0,0.0,1,1.0,3,13.0,3.0,0
20,8,6,100000,3.0,0.0,1,1.0,3,13.0,3.0,0
24,8,6,40000,51.0,0.0,1,1.0,1,8.0,2.0,0
24,8,6,40000,51.0,0.0,1,1.0,1,8.0,2.0,0
24,8,6,40000,51.0,0.0,1,1.0,1,8.0,2.0,0
24,8,6,40000,51.0,0.0,1,1.0,1,8.0,2.0,0
24,8,6,40000,51.0,0.0,1,1.0,1,8.0,2.0,0
24,8,6,40000,51.0,0.0,1,1.0,1,8.0,2.0,0
24,8,6,40000,51.0,0.0,1,1.0,1,8.0,2.0,0
24,8,6,40000,51.0,0.0,1,1.0,1,8.0,2.0,0
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,50000,6.0,0.0,1,2.0,1,13.0,3.0,0
20,8,6,100000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,100000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,100000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,100000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,500000,45.0,0.0,1,1.0,3,13.0,3.0,2
20,8,6,500000,45.0,0.0,1,1.0,3,13.0,3.0,2
20,8,6,500000,45.0,0.0,1,1.0,3,13.0,3.0,2
20,8,6,500000,45.0,0.0,1,1.0,3,13.0,3.0,2
24,8,6,1000000,2.0,0.0,1,1.0,3,7.0,1.0,0
24,8,6,1000000,2.0,22.0,1,1.0,3,7.0,1.0,0
24,8,6,1000000,2.0,0.0,1,1.0,3,7.0,1.0,0
24,8,6,1000000,2.0,22.0,1,1.0,3,7.0,1.0,0
20,8,6,500000,45.0,0.0,1,1.0,3,13.0,3.0,0
20,8,6,500000,45.0,0.0,1,1.0,3,13.0,3.0,0
20,8,6,500000,45.0,0.0,1,1.0,3,13.0,3.0,0
20,8,6,500000,45.0,0.0,1,1.0,3,13.0,3.0,0
20,8,6,500000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,500000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,500000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,500000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
20,8,6,200000,45.0,0.0,1,1.0,4,13.0,3.0,0
